SESEq
             [,1]       [,2]       [,3]        [,4]
[222,] 0.04673967 0.07455674 0.05078411 0.002349646
[223,] 0.04669072 0.07447880 0.05072907 0.002344358
[224,] 0.04583607 0.07392497 0.05064576 0.002342073
[225,] 0.04582759 0.07391876 0.05058706 0.002339170
[226,] 0.04579245 0.07386624 0.05055729 0.002334723
[227,] 0.04575128 0.07379638 0.05047584 0.002329676
[228,] 0.04567293 0.07332326 0.05016934 0.002325476
[229,] 0.04562584 0.07324801 0.05011637 0.002320326
[230,] 0.04558040 0.07317316 0.05002893 0.002315164
[231,] 0.04555099 0.07312057 0.04996360 0.002310684
[232,] 0.04551191 0.07305410 0.04990849 0.002305834
[233,] 0.04547144 0.07299190 0.04982176 0.002301192
[234,] 0.04543041 0.07292866 0.04978170 0.002296507
[235,] 0.04551166 0.07287248 0.04978221 0.002306141
[236,] 0.04551506 0.07286915 0.04975726 0.002303198
[237,] 0.04560592 0.07302844 0.04980127 0.002305731
[238,] 0.04570709 0.07317530 0.04986890 0.002307604
[239,] 0.04566264 0.07310554 0.04978013 0.002302739
[240,] 0.04563467 0.07305526 0.04973276 0.002298462
[241,] 0.04610676 0.07378280 0.05024163 0.002318261
[242,] 0.04544124 0.07352958 0.05026023 0.002325720
[243,] 0.04537054 0.07310769 0.04999360 0.002323000
[244,] 0.04533373 0.07305171 0.04995999 0.002318556
[245,] 0.04535622 0.07307764 0.04995835 0.002316547
[246,] 0.04531488 0.07301321 0.04987198 0.002311872
[247,] 0.04527340 0.07294371 0.04981699 0.002307011
[248,] 0.04524723 0.07289596 0.04975680 0.002302779
[249,] 0.04520757 0.07282896 0.04970272 0.002298030
[250,] 0.04525342 0.07291410 0.04970233 0.002298247
